Comments,sentiment,expression
"If you&#39;re watching this song in 2023, then you&#39;re legend 😊",0.7184,Positive
Wahhhh i was born in 2010,0.0,Neutral
2023 anyone? <br>👇,0.0,Neutral
"I seen Messi before in that time <a href=""https://www.youtube.com/watch?v=pRpeEdMmmQ0&amp;t=0m29s"">0:29</a>",0.0,Neutral
😁❤️ ( 2023 any update ),0.4588,Positive
Cricket world  cup 2023 ...this time for Africa,0.0,Neutral
I&#39;m being reminded this is &quot;The Official Theme Song of the Green New Deal&quot; Shikira Waka Waka,0.0,Neutral
Happy Durga Puja 2023,0.5719,Positive
"I still don&#39;t like soccer, even though being form Brazil<br>But man, this song literally brings me happiness from that time<br>I can&#39;t explain, you just feel it",0.7269,Positive
❤,0.6369,Positive
Childhood memories 😅,0.3612,Positive
"<b>Greetings to all the people who are listening to this great song by Shakira, may they be happy and achieve their dreams🤩</b>",0.9057,Positive
"<b>Un Saludo A Todas La Personas Que Están Escuchando Este Temazo de Shakira, Que Sean Felices Y Alcancen Sus Sueños🤩</b>",0.0,Neutral
🇸🇮 imperio ruso,0.0,Neutral
"John 14:6 Jesus said unto him, “I am the Way, the Truth, and the Life; no man cometh unto the Father, but by Me.<br>John 3:18 “He that believeth in Him is not condemned; but He that believeth not is condemned already, because he hath not believed in the name of the only begotten Son of God.<br>Revelation 21:8 But the fearful, and unbelieving, and the abominable, and murderers,and whoremongers, and sorcerers, and idolaters, and all liars, shall have their part in the lake which burneth with fire and brimstone, which is the second death.”<br>1 Corinthians 6:18 <br>Flee fornication. Every other sin which a man doeth is outside the body, but he that committeth fornication sinneth against his own body.<br>Matthew 12:45 Then goeth he, and taketh with himself seven other spirits more wicked than himself, and they enter in and dwell there; and the last state of that man is worse than the first. Even so shall it be also unto this wicked generation.”<br>Romans 8:6<br>6 For to be carnally minded is death, but to be spiritually minded is life and peace,<br>Luke 12:20<br>21st Century King James Version<br>20 But God said unto him, ‘Thou fool, this night thy soul shall be required of thee. Then whose shall those things be, which thou hast provided?’<br>1 Timothy 5:6<br>21st Century King James Version<br>6 But she that liveth in pleasure is dead while she liveth.<br>1 Corinthians 6:9 Know ye not that the unrighteous shall not inherit the Kingdom of God? Be not deceived: Neither fornicators, nor idolaters, nor adulterers, nor the effeminate, nor abusers of themselves with mankind,<br>10 nor thieves, nor the covetous, nor drunkards, nor revilers, nor extortioners shall inherit the Kingdom of God.<br>1 John 2:17<br>21st Century King James Version<br>17 And the world passeth away and the lust thereof, but he that doeth the will of God abideth for ever.<br>Matthew 22:29<br>29 Jesus answered and said unto them, “Ye do err, not knowing the Scriptures, nor the power of God.<br>John 8:51<br>21st Century King James Version<br>51 Verily, verily I say unto you, if a man keep My saying, he shall never see death.”<br>2 John 9<br>21st Century King James Version<br>9 Whosoever transgresseth, and abideth not in the doctrine of Christ, hath not God. He that abideth in the doctrine of Christ hath both the Father and the Son.<br>Titus <a href=""https://www.youtube.com/watch?v=pRpeEdMmmQ0&amp;t=1m14s"">1:14</a><br>21st Century King James Version<br>14 not giving heed to Jewish fables and commandments of men who turn from the truth.<br>2 Peter 3:18<br>21st Century King James Version<br>18 But grow in grace and in the knowledge of our Lord and Savior Jesus Christ. To Him be glory both now and for ever. Amen.<br>Romans 12:2<br>2 And be not conformed to this world, but be ye transformed by the renewing of your mind, that ye may prove what is that good and acceptable and perfect will of God.<br>Hebrews 9:24<br>21st Century King James Version<br>24 For Christ has not entered into the holy places made with hands, which are copies of the true, but into Heaven itself, now to appear in the presence of God for us.<br>Colossians 2:10<br>10 And ye are complete in Him, who is the head of all principality and power,<br>Deuteronomy 6<br>14 Ye shall not go after other gods, of the gods of the people who are round about you<br>2 Corinthians 11:14<br>14 And no marvel, for Satan himself is transformed into an angel of light.  <br>Jeremiah 7:18 The children gather wood, and the fathers kindle the fire, and the women knead their dough to make cakes to the queen of heaven, and to pour out drink offerings unto other gods, that they may provoke Me to anger.<br>1 Corinthians 10<br>20 But I say that the things which the Gentiles sacrifice, they sacrifice to devils and not to God; and I would not that ye should have fellowship with devils.<br>1 Timothy 2<br>5 For there is one God and one mediator between God and men, the man Christ Jesus,<br>Deuteronomy 8<br>19 And it shall be, if thou at all forget the Lord thy God and walk after other gods, and serve them and worship them, I testify against you this day that ye shall surely perish.<br><br>Deuteronomy 18:10 There shall not be found among you any one who maketh his son or his daughter to pass through the fire, or who useth divination, or an observer of times, or an enchanter, or a witch, 11 or a charmer, or a consulter with familiar spirits, or a wizard, or a necromancer.<br>Proverbs 7:27<br>21st Century King James Version<br>27 Her house is the way to hell, leading down to the chambers of death.<br><br>1 John 5<br>20 And we know that the Son of God is come and hath given us an understanding, that we may know Him that is true; and we are in Him that is true, even in His Son Jesus Christ. This is the true God and Eternal Life.<br>Acts 17<br>29 “For inasmuch, then, as we are the offspring of God, we ought not to think that the Godhead is like unto gold or silver or stone, graven by art and of man’s devising.<br>Proverbs 14:12 There is a way which seemeth right unto a man, but the end thereof are the ways of death.<br>1 John 4<br>3 And every spirit that confesseth not that Jesus Christ is come in the flesh, is not of God; and such is the spirit of Antichrist, whereof ye have heard that it should come, and even now already it is in the world.<br>2 John 1<br>9 Whosoever transgresseth, and abideth not in the doctrine of Christ, hath not God. He that abideth in the doctrine of Christ hath both the Father and the Son.<br>John 8<br>12 Then spoke Jesus again unto them, saying, “I am the Light of the world. He that followeth Me shall not walk in darkness, but shall have the light of life.”<br>Mark 8<br>35 For whosoever will save his life shall lose it; but whosoever shall lose his life for My sake and the Gospel’s, the same shall save it.<br>John 8<br>51 Verily, verily I say unto you, if a man keep My saying, he shall never see death.”<br>John 17<br>3 And this is life eternal: that they might know Thee, the only true God, and Jesus Christ whom Thou hast sent.<br>1 Timothy 2:5 For there is one God and one mediator between God and men, the man Christ Jesus,<br>Acts 4<br>12 Neither is there salvation in any other, for there is no other name under heaven given among men whereby we must be saved.”<br>James 1<br>21 Therefore lay apart all filthiness and the superfluity of wickedness, and receive with meekness the engrafted Word, which is able to save your souls.<br>John 11<br>25 Jesus said unto her, “I am the resurrection and the Life. He that believeth in Me, though he were dead, yet shall he live;<br>26 and whosoever liveth and believeth in Me shall never die. Believest thou this?”<br>John 6<br>68 Then Simon Peter answered Him, “Lord, to whom shall we go? Thou hast the words of eternal life,<br>Psalm 119<br>30 I have chosen the way of truth; Thy judgments have I laid before me.<br>Psalm 119<br>11 Thy word have I hid in mine heart, that I might not sin against Thee.<br>Romans 12<br>2 And be not conformed to this world, but be ye transformed by the renewing of your mind, that ye may prove what is that good and acceptable and perfect will of God.<br>1 Corinthians 2:5 that your faith should not stand on the wisdom of man, but on the power of God.<br><br>1 Peter 5:8 Be sober, be vigilant, because your adversary the devil walketh about as a roaring lion, seeking whom he may devour.<br>1 John 2<br>16 For all that is in the world — the lust of the flesh, and the lust of the eyes, and the pride of life — is not of the Father, but is of the world.<br>17 And the world passeth away and the lust thereof, but he that doeth the will of God abideth for ever.<br>James 1<br>21 Therefore lay apart all filthiness and the superfluity of wickedness, and receive with meekness the engrafted Word, which is able to save your souls.<br>1 Corinthians 15<br>44 It is sown a natural body; it is raised a spiritual body. There is a natural body, and there is a spiritual body.<br>1 Thessalonians 5<br>9 For God hath not appointed us to wrath, but to obtain salvation by our Lord Jesus Christ<br>John 3<br>18 “He that believeth in Him is not condemned; but He that believeth not is condemned already, because he hath not believed in the name of the only begotten Son of God.<br>John 3<br>36 He that believeth in the Son hath everlasting life; and he that believeth not the Son shall not see life, but the wrath of God abideth on him.”<br>Luke 6:5<br>21st Century King James Version<br>5 And He said unto them, “The Son of Man is Lord also of the Sabbath.”<br>Matthew 22<br>29 Jesus answered and said unto them, “Ye do err, not knowing the Scriptures, nor the power of God.<br>John 5:29<br>21st Century King James Version<br>29 and shall come forth — they that have done good, unto the resurrection of life, and they that have done evil, unto the resurrection of damnation.<br>John 8<br>12 Then spoke Jesus again unto them, saying, “I am the Light of the world. He that followeth Me shall not walk in darkness, but shall have the light of life.”<br>John 8:32<br>21st Century King James Version<br>32 And ye shall know the truth, and the truth shall make you free.”<br>John 6<br>40 And this is the will of Him that sent Me: that every one who seeth the Son and believeth in Him may have everlasting life, and I will raise him up at the Last Day.”<br>Mark 13:13<br>21st Century King James Version<br>13 And ye shall be hated by all men for My name’s sake; but he that shall endure unto the end, the same shall be saved.<br>Revelation 14:12<br>21st Century King James Version<br>12 Here is the patience of the saints: here are they that keep the commandments of God, and the faith of Jesus.<br>John 8<br>36 If the Son therefore shall make you free, ye shall be free indeed.<br>Mark 13<br>31 Heaven and earth shall pass away, but My words shall not pass away.",0.9985,Positive
pique,-0.2732,Negative
My favorite song amazing so much so much so much I love this one so much my brother teach teach me this😢😢😢😢😢 just so good but in the beginning it&#39;s bad,-0.6966,Negative
Yalll let’s goo,0.0,Neutral
Mais um lindo vídeo ❤❤❤,0.9274,Positive
I loved this song,0.5994,Positive
En estos tiempos messi no era la leyenda... hasta que una llama se encendio y sucedio lo ya hecho.....,-0.296,Negative
I love you  too,0.6369,Positive
I love this 😂,0.7964,Positive
❤her,0.0,Neutral
2050 anyone?????,0.0,Neutral
This song is amazing,0.5859,Positive
So consigo lembrar do Just Dance.....,0.0,Neutral
Why 2010,0.0,Neutral
Il y a les gens de 2023 😅,0.3612,Positive
Team 2024👇🏾,0.0,Neutral
Lol😂,0.6908,Positive
It is not 2024 yet silly Billy and I will be there for you,-0.0191,Neutral
🎉🎉🎉🎉🎉🎉😢😂😮🎉😢😢😂😅😂❤😢🎉😢❤😅😂😮🎉toqui,0.9846,Positive
Jdiffijgffjfhfjreh🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉,0.985,Positive
"Шакуля давай встретимся ты не дурочка а красивая женщина,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",0.0,Neutral
❤❤❤👍👍👍💖💖🤩🤩🤩,0.9786,Positive
2023 mais qu&#39;est ce que c&#39;est fort cette chanson c&#39;est la définition même du foot,0.0,Neutral
I 2026,0.0,Neutral
SOUTH AFRICA 🇿🇦 ♥️ ❤️,0.6369,Positive
Awesome,0.6249,Positive
Bye 2023,0.0,Neutral
Hii I&#39;m from Bangladesh 🥰 and  you ??,0.8253,Positive
7,0.0,Neutral
This Time forr africa 🌍🇸🇴✊🏼,0.0,Neutral
2024 ou 2009 ? ??? LOL xd PTDR →o→ anas,0.8516,Positive
&quot; est sont of la Time omg,0.0,Neutral
O vol,0.0,Neutral
🙏❤🙇‍♂️💘,0.8555,Positive
"<a href=""https://www.youtube.com/watch?v=pRpeEdMmmQ0&amp;t=2m41s"">2:41</a> best part ❤",0.8555,Positive
ОМГ этой песне столько сколько и мне😳,0.0,Neutral
Hey Shakira,0.0,Neutral
PELE 😮,0.0,Neutral
che bello rivedere questo video dopo anni e rivedere il gol di grosso ai rigori❤❤❤emozioni uniche❤️❤️❤️❤️,0.8555,Positive
Football song,0.0,Neutral
Is a power shot!😅,0.4199,Positive
Anyone today..?😂😂😂,0.8271,Positive
El ultimo mundial de mi Paraguay... 💔💔,0.4939,Positive
2023 any one this time for africa🎉,0.4019,Positive
Excellent and beautiful song ❤❤,0.9517,Positive
نحب ❤,0.6369,Positive
Shakira nailed that dance❤,0.6369,Positive
2023 people?,0.0,Neutral
Anyone 2030,0.0,Neutral
2030 😮,0.0,Neutral
Oct 2023,0.0,Neutral
Super song 🎉🎉🎉🎉🎉🎉😮😮😮😮😮😊😊😊,0.9883,Positive
2025 Anyone 😅??,0.4329,Positive
Nice video you will be free for a new one in the perfeck in the morning 🌅,0.7269,Positive
2024,0.0,Neutral
good job shakira from Malaysia,0.4404,Positive
Kya bolti India ki public 🖐🏻,0.4939,Positive
Usa quiero hablar xonnextratereatres me lea pueses mostrar,0.0,Neutral
Su pais natural ahora breaklw ellos seo breasliños asi bresil es contentew amricano usa fin,0.3612,Positive
Latinoa indian ellosbvokveran,0.0,Neutral
Love   from Bangladesh 🇧🇩🇧🇩🇧🇩<br><br>my favourite football team Brazil 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷<br>🌷🌷🌷🌷🌷🌷🌹🌺🌱🌻🌻🌷🌷,0.6369,Positive
Official music 🎶 video 📹,0.0,Neutral
2025 anyone? 😂😂,0.7003,Positive
portugal like,0.3612,Positive
This song is nostalgic,0.0,Neutral
The best,0.6369,Positive
2050 anyone?😂,0.4404,Positive
जिसे स्कूल टिचर ने ये कहकर निकाल दिया की &#39;तेरी आवाज बकरी की तऱ्हा हे वो आज दुनिया मे मशूर हे,0.0,Neutral
"Чувство, будто я родилась под эту песню",0.0,Neutral
2,0.0,Neutral
"Why ,all of us are serching forr the same song",0.0,Neutral
"<a href=""https://www.youtube.com/watch?v=pRpeEdMmmQ0&amp;t=2m37s"">2:37</a> they did my man baggio dirty bruv",-0.4404,Negative
Who 2024? 🧨,0.0,Neutral
Que nostalgia incrível 🥰🥰!! Època que acreditávamos no Brasil 🇧🇷 😅,0.9476,Positive
Reina 👑 Shakira Shakiiiiiiraaaaaaa ♥️♥️♥️,0.9274,Positive
Shakira shakiiiiiiraaaaaaa ♥️♥️♥️,0.9274,Positive
2094 anyone,0.0,Neutral
Dancei essa numa apresentação de escola em 2010 😂 bons tempos ❤,0.7964,Positive
Can&#39;t believe this song is still one of the top viewed music video in 2023,0.2023,Positive
Messi  et  Ronaldo ❤❤💙💙😎😂,0.9741,Positive
2025 Anyone??,0.0,Neutral
MAY GOD BLESS ALL ❤❤❤❤,0.9755,Positive
Timmy faliure,0.0,Neutral
♥️👍⚽🏆🎖️🏅🎇,0.8074,Positive
"2023 <a href=""https://www.youtube.com/watch?v=pRpeEdMmmQ0&amp;t=0m17s"">0:17</a>",0.0,Neutral
dont care what any one says this was the best world cup song ever,0.3761,Positive
23 10 2023 🎉🎉🎉,0.7964,Positive
اي شخص 2024😂,0.4404,Positive
Let&#39;s go for 4 million,0.0,Neutral
"<a href=""https://www.youtube.com/watch?v=pRpeEdMmmQ0&amp;t=00m00s"">00:00</a> kkkkkk",0.0,Neutral
Top ten reason I luv shakira <br>Actually I can’t name 10 reasons there way more than ten reasons why I luv her there’s a millions of reasons why u should listen to her and subscribe to her :&gt;<br><br><br>Edit:1 -I did like my own comment,0.5106,Positive
The best song ever🎉,0.7845,Positive
messi 🇦🇷 goat,0.0,Neutral
I have heard this song for a million times and I still love the song it makes my tears😢 out and its the best world cup song 🎵 for ever even my friends,0.8176,Positive
Anyone Today?,0.0,Neutral
Wow this song is the best world cup song ever😊😊,0.9638,Positive
This is the top song🔥,-0.1531,Negative
"Шакуля предлагаю встретиться  дай пожалуйста возможность сделать тебе расслабляющий массаж, я тебе денег дам за это,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",0.0,Neutral
"<a href=""https://youtube.com/playlist?list=PL0K2AaJ_r2Qm-3H0fjU4lIpKec4MbzewW&amp;si=ki0Wr1CZAEp02xIK"">https://youtube.com/playlist?list=PL0K2AaJ_r2Qm-3H0fjU4lIpKec4MbzewW&amp;si=ki0Wr1CZAEp02xIK</a>.  ❤❤❤",0.932,Positive
❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,0.9989,Positive
2030 ??,0.0,Neutral
"Essa música foi um clássico de música no passado. <br>Lembro até hoje que quando eu era pequeno, minha mãe costuma a escutar quase todos dias limpando a casa enquanto escutava esse clássico de música, dos anos 2010 <br>Que nostalgia quando eu escuto essa música... <br>Só tenho a agradecer por tudo que passei nesses anos de ouro. <br>Te amo mãe! ❤️",-0.3595,Negative
This is the best omg i always hear sb play this when the world cup season comes💗,0.91,Positive
2022.     2020.       2024.      2023.          2027,0.0,Neutral
all time favorate song ❤❤❤,0.9274,Positive
hear near to 2024😂,0.4404,Positive
No 2023 her🔜,-0.296,Negative
❤❤❤,0.9274,Positive
Кто из 2025😅?,0.3612,Positive
Aggie the,0.0,Neutral
13 yıl oldu,0.0,Neutral
👍,0.0,Neutral
trop bien,0.0,Neutral
❤❤,0.8555,Positive
Ye budya ho gayi hoge😂😂😂,0.8271,Positive
Yes,0.4019,Positive
2026 anyon😂😂,0.7003,Positive
2025 Kimse Varmı?!,0.0,Neutral
Who are you watching in 2023?,0.0,Neutral
Shakira Awesome 😎,0.7964,Positive
2024 ❤🎉😊,0.9169,Positive
"The most beautiful video and son  , Shakira bendiciones",0.6361,Positive
2023-2090 anyone 😂😂😂,0.8271,Positive
Gjgjtghk😂😂je2024,0.25,Positive
Ah😅😮,0.3612,Positive
I am indian❤,0.6369,Positive
I LOVE FOOTBALL,0.6369,Positive
it is anyone,0.0,Neutral
"Love you, Shakira! Love eternal from Hyderabad India. That asshole A R Rahman is just a jealous, mean Muslim. The rest of us admire you.",0.8687,Positive
2023/10/22 15.27 EAT 🇰🇪,0.0,Neutral
2023 22/10,0.0,Neutral
❤⚽️,0.6369,Positive
nice😀,0.6486,Positive
Me from 2024,0.0,Neutral
Saranghaeyo Shakira,0.0,Neutral
"Greatest world cup team , Greatest songs , First world cup in cradle of humankind . Nothing can top this world cup .",0.832,Positive
Waka,0.0,Neutral
Super Super ❤😂🎉😅😊😊😊😊😅😅😅😅🎉🎉🎉🎉😂😂😂😂❤❤❤❤,0.9981,Positive
"<a href=""https://youtube.com/@Bongluchcha9?si=mKZqSqMkW7Ll4iHe"">https://youtube.com/@Bongluchcha9?si=mKZqSqMkW7Ll4iHe</a>",0.0,Neutral
"<a href=""https://youtube.com/@Bongluchcha9?si=mKZqSqMkW7Ll4iHe"">https://youtube.com/@Bongluchcha9?si=mKZqSqMkW7Ll4iHe</a>",0.0,Neutral
Bokul mondal,0.0,Neutral
Such a thief,-0.5267,Negative
Waka Waka (This Time For Africa),0.0,Neutral
Cinta &amp; Doa,-0.5106,Negative
Hi gays,0.0,Neutral
Hi gays,0.0,Neutral
Hi gays,0.0,Neutral
Hi gays,0.0,Neutral
"back in 2010, this music was a very cool music for me. but for now, it only makes me cry. what a wonderful time.",0.4012,Positive
Би 2023 онд сонсож байна шд хэхэ 2024 онд бас сонсоно.,0.0,Neutral
водка водка хэ хэй😂😂,0.7003,Positive
2023🎉,0.4019,Positive
Ronaldo ls Lewandowski,0.0,Neutral
yes,0.4019,Positive
flfa food ball ကမ္ဘာသူ ကမ္ဘာမြေကြိးများ,0.0,Neutral
lanpatd,0.0,Neutral
love toodball ❤❤❤❤❤❤Shklla,0.9803,Positive
Tu est trop belle. ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊,0.9997,Positive
Me wait for 2026😢,-0.4767,Negative
2050 anyone 😂,0.4404,Positive
real madrid &gt; barcelona,0.0,Neutral
Anyone? in 2025 😄,0.6705,Positive
2024 vs 2010 ❤😂,0.7964,Positive
👍👍👍👍👍👍❤,0.6369,Positive
Mmmm why is the ugly of pique out there,-0.6597,Negative
2023 anyone ?😂,0.4404,Positive
3.7B! 😵,-0.2942,Negative
No one can&#39;t believe pique for this video 😂,-0.1027,Negative
Here after the boks won vs England,0.5719,Positive
Hola,0.0,Neutral
2023 anyone😁??,0.5204,Positive
2030 anyone ?😢,-0.4767,Negative
That song had nothing to do with futlbol,0.0,Neutral
Npo😢,-0.4767,Negative
Зачот,0.0,Neutral
2023? ❤🎉,0.7845,Positive
I am your biggest fan Shakira🎉❤,0.8481,Positive
❤❤2024,0.6369,Positive
1990 anyone 😂😂😂,0.8271,Positive
Wow 😍,0.7783,Positive
منو ب 2024 يسمعها من العرب😮❤,0.6369,Positive
Anoyne in 2024 like 👍❤🎉,0.8555,Positive
OH UHH,0.0,Neutral
Waka Waka I’m gay,0.0,Neutral
2024 anyone?😅,0.3612,Positive
this song is just too good usally for north africa they really suuport this song good job,0.7003,Positive
"<a href=""https://www.youtube.com/watch?v=pRpeEdMmmQ0&amp;t=2m24s"">2:24</a> did anyone notice the white lion dance in the corner?",0.0,Neutral
Who is watching in 2024?,0.0,Neutral
im so funny :3,0.7764,Positive
messi so young and handsome,0.5367,Positive
Pesi,0.0,Neutral
3000 Anybody&#39;s 😅😅😅😂❤🌎🌎🌎💘💘🇱🇰✌✌❤❤💖🤘💖👊👊🤘❤,0.9951,Positive
It is time for Africa 😊😊🎉😂,0.9485,Positive
Nice song ❤❤❤❤❤❤,0.9834,Positive
Back again in 2023,0.0,Neutral
I like the energy and her song,0.5574,Positive
"If this is not playing in my funeral, I’m not dying",-0.4753,Negative
2023 who came here 😜😜 to check views,0.0,Neutral
2023 who came here 😜😜 to check views,0.0,Neutral
2010,0.0,Neutral
2023,0.0,Neutral
2050 anyone ??? 😂😂😂🔥🔥,0.6641,Positive
2025 Anyone 🤭🤫,0.4939,Positive
ta&#39;j&#39;k&#39;i&#39;san,0.0,Neutral
Cffo,0.0,Neutral
I suo,0.0,Neutral
good,0.4404,Positive
2025 anyone?,0.0,Neutral
Alguém de 2023,0.0,Neutral
In 2026 any one ??,0.0,Neutral
Ligend 2024😂😂🎉,0.8176,Positive
Icc CWC 2023 final india vs south africa 🇮🇳🇿🇦,0.0,Neutral
I  love your song  very much and good ❤🎉❤❤🎉🎉❤,0.9864,Positive
😊,0.7184,Positive
I am here after South africa beat world champions England by 239 runs ... SA crushed England in cricket 🏏.....but this time for India 🇮🇳,0.1531,Positive
"Jambo Jambo, Karibu Kenya hakuna Matata",0.0,Neutral
It&#39;s time for All the Hustlers in Kenya,0.0,Neutral
Henry Arero watching and listening from YouTube in Kenya October 2023,0.0,Neutral
Today in my coching my teacher play this song on main screen(total 25 screen )😂😂😂😂😂,0.9423,Positive
2031anyone？😅,0.3612,Positive
2025??????,0.0,Neutral
My nationalism re-enter my body When Fifa world cup starts,0.0,Neutral
2050 anyone?,0.0,Neutral
2023 anyone ?😅😂,0.6597,Positive
2K25 anyone? 😅,0.3612,Positive
2023 anyone ? 😅,0.3612,Positive
🇮🇳 Criclet Fans Go n Check my  channal,0.0,Neutral
My favourite world cup song no song can beat this,-0.296,Negative
Shakira how l would like to meet You in person,0.6705,Positive
Juhhc,0.0,Neutral
Most viewe 😮😮,0.0,Neutral
Was this the 2010 FIFA World Cup because Africa was in the FIFA World Cup? If so which country in Africa? If so did they win?,0.6812,Positive
I&#39;m not actually,0.0,Neutral
😅,0.3612,Positive
Õiwaú,0.0,Neutral
O,0.0,Neutral
Pooooooooooooooooooooop,0.0,Neutral
I love her,0.6369,Positive
AFRICA IS MY HERITAGE THANK YOU PEOPLE!!!! IM ETHIOPIAN! ITS TIME FOR AFRICA!!!,0.5673,Positive
2,0.0,Neutral
Messi,0.0,Neutral
I love you shakira❤❤,0.9274,Positive
Tu va venir la en &#39;Pauchaine a ont annivresaire le29&#39;septembre 2024❤😂🎉,0.8689,Positive
That kid kicking the futbul he is the next Messi ngl,0.0,Neutral
Biutifull Shakira ❤,0.6369,Positive
2030 anyone😂,0.4404,Positive
FIFA world cup u-17 indonesia 2023,0.0,Neutral
Israel is committing a genocide against Palestinian people <br>Free Palestine 🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸,0.0772,Positive
2025 anyone?😅,0.3612,Positive
The South Africa song was the best it&#39;s been 13 years now and I&#39;m still listening to,0.6369,Positive
2220 Anyone🌚,0.0,Neutral
❤❤❤❤❤❤❤,0.9854,Positive
Lagu terbaik yg pernah dimiliki FIFA,0.0,Neutral
2024,0.0,Neutral
If you agree that 2010 world cup was the best and this song is also the best world cup song ever hit the like button,0.9246,Positive
ti amo davvero tanto 🎉❤😘😘🤩😍🥰🥳🤤😆😘💜❤,0.9899,Positive
Nie po niema tego roku,-0.5574,Negative
How many people in 2024😊,0.7184,Positive
Wow,0.5859,Positive
Happy,0.5719,Positive
"<a href=""https://www.youtube.com/watch?v=pRpeEdMmmQ0&amp;t=1m23s"">1:23</a> IT&#39;S MESSI!!!",0.0,Neutral
2025 anyone?😅,0.3612,Positive
❤❤❤❤❤❤❤❤❤❤❤❤🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰,0.9993,Positive
3.7B,0.0,Neutral
13 years later and it still slaps ❤,0.6369,Positive
2025❤,0.6369,Positive
Шакуля не претворяйся дурочкой давай встретимся❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,0.9988,Positive
Wowow🎉🎉🎉🎉,0.8689,Positive
this made me good at football,0.4404,Positive
thx shakira,0.3612,Positive
Just going thru music during my HS days.,0.0,Neutral
Melhor abertura da copa ❤,0.6369,Positive
❤❤❤,0.9274,Positive
I❤you,0.0,Neutral
Legend in 2024😂,0.4404,Positive
"When I was 7 years, me be like : 🕺💃",0.3612,Positive
2025 anyone,0.0,Neutral
im still addict to this song 🤧,0.0,Neutral
Суперзвезда,0.0,Neutral
❤❤,0.8555,Positive
2023 October anyone 🥰,0.8074,Positive
Nepal 2023,0.0,Neutral
I Love  her❤❤❤❤❤❤❤❤,0.9911,Positive
2023,0.0,Neutral
2023 anyone?  😂,0.4404,Positive
গান টি পুরোনো হওয়ার চান্স নেই কারন এটা বিশ্বকাপের সব থেকে জমজমাট গান🎉,0.4019,Positive
Anyone from earth??😅,0.4329,Positive
2023 october anyone?❤️,0.0,Neutral
Yes me,0.4019,Positive
2420 anyone?,0.0,Neutral
2026 anyone?,0.0,Neutral
I am happy to listen it today(2025),0.5719,Positive
King Ronaldo... 🏆🔥🔥🔥🤩,-0.7351,Negative
Essa música nunca vai morrer ❤🇧🇷,0.0,Neutral
Ona Que la,0.0,Neutral
"2025 anyone, ✌️😇",0.4588,Positive
Shakira world heritage.,0.0,Neutral
"<a href=""https://www.youtube.com/watch?v=pRpeEdMmmQ0&amp;t=2m18s"">2:18</a> beautiful",0.5994,Positive
2023 anyone?,0.0,Neutral
今聴いてる人いる？,0.0,Neutral
♥︎❥3.7B views ♥︎❥,0.8555,Positive
Waka waka ee,0.0,Neutral
Shakira como quisiera conocerte en persona 😢,-0.4767,Negative
*2023-2024❤☃️,0.6369,Positive
2023-20254❤☃️,0.6369,Positive
"I am from Syria, I love Shakira&#39;s songs very much, music is a connection, communication with each other,,🇸🇾❤️",0.6369,Positive
When the Europeans met in Berlin in the 1880s,0.0,Neutral
2025-2025🎉🎉🎉,0.7964,Positive
wajo wajo,0.0,Neutral
It is motivation,0.34,Positive
월드컵노래중에 이게 젤 좋음,0.0,Neutral
2023 anyone?💪,0.0,Neutral
2023 someone?,0.0,Neutral
وصلت ٣ مليار ونص مشاهدة,0.0,Neutral
😂🇲🇽,-0.2263,Negative
Así se baila!! TEN POINTS TO YOU MY FRIEND!!✌️👍🙏💛🧡❤️💙💚💋💋💋,0.9853,Positive
Estupendo!! GRACIAS 🤗🤭😃💙💚💛🧡❤️💙💚💓,0.9897,Positive
jak bardzo kocham Barcelone i jej całą hostorie tak bardzo nie potrafię zrozumieć dlaczego jej facet ja zdradził ....dla mnie to głupie i czuje że ludzie przestają się szanować,0.0,Neutral
One bill views insane😮,-0.4019,Negative
This is the first video i feel like with a mill likes,0.6486,Positive
Who still consider Shakira among the best ❤️🔥👋,0.7184,Positive
Aaaaaaaeeeeeeeeeeeeeeeeaaaaaaaaaaaaaaaeeeeeeeeee,0.0,Neutral
انفذوا فلسطين وشعبها واطفالها من القصف الجوي انقذوها من اسرائيل<br>انفذوا سوريا وشعبها واطفالها من بشار الاسد<br>😭😭😞,-0.8519,Negative
2023 ANYONE😅?,0.3612,Positive
Great shakira,0.6249,Positive
2024 anyone 😅😅?,0.6124,Positive
Quien estas aqui 2023🎉🎉,0.6597,Positive
Te iubesc shakira,0.0,Neutral
